20297,2013-08-18 13:34:51+00:00,bbcpersian,['http://bbc.in/1bJeI3j'],انتصاب‌های جدید روحانی؛ تقابل با مجلس؟ گفت‌وگویی با قاسم شعله‌سعدی در رادیو بی‌بی‌سی http://t.co/814iR7bwz6
20298,2013-08-18 13:33:42+00:00,bbcpersian,['http://bbc.in/14XSysq'],کشف ارتباط یک باکتری موجود در دهان با سرطان‌ در برنامه 'راز دانش' رادیو بی‌بی‌سی http://t.co/hkCvOjYKeO
20299,2013-08-18 13:01:47+00:00,bbcpersian,['http://bbc.in/13vFX1d'],سفیر استرالیا در کابل: هرگز غیرقانونی به آسترالیا نیایید http://t.co/XbJjhCy395
20300,2013-08-18 12:29:38+00:00,bbcpersian,['http://bbc.in/1bJ5PGU'],محمد زهرایی، ناشر ایرانی و مدیر نشر کارنامه و شهر کتاب نیاوران درگذشت.  http://t.co/GgGFiDb3Qz
20301,2013-08-18 11:53:25+00:00,bbcpersian,['http://bbc.in/1bJ1iV0'],طرح جدید برای تامین امنیت بزرگراه جنوب افغانستان http://t.co/kpsl1R29U0
20302,2013-08-18 10:42:20+00:00,bbcpersian,['http://bbc.in/1bISiz6'],اتحادیه اروپا روابط با مصر را مورد بررسی قرار می‌دهد. http://t.co/2t0K502dCE
20303,2013-08-18 10:18:01+00:00,bbcpersian,['http://bbc.in/13vl1Hy'],کودتا یا قیام ملی؟ چه نامی می توان بر رویدادهای پایانی مرداد۱۳۳۲نهاد؟ http://t.co/wugJkm31Fw
20304,2013-08-18 09:28:54+00:00,bbcpersian,['http://bbc.in/1bIKYne'],روزنامه‌های کابل: یکشنبه ۲۷ اسد http://t.co/JrpF30whDC
20305,2013-08-18 09:15:59+00:00,bbcpersian,['http://bbc.in/1bIJNUI'],نیاموخته‌های چپ ایران از شکست #۲۸ مرداد http://t.co/fpoodtraNZ
20306,2013-08-18 09:10:48+00:00,bbcpersian,['http://bbc.in/1bIJeKy'],حسن روحانی، رئیس جمهور ایران، علی اصغر فانی را به عنوان سرپرست وزارت آموزش و پرورش معرفی کرد. http://t.co/aDtNkBzdqI
20307,2013-08-17 18:31:50+00:00,bbcpersian,['http://bbc.in/15T8NTD'],روحانی نجفی را رییس سازمان میراث فرهنگی کرد http://t.co/ttI5OZrhwP
20308,2013-08-17 18:31:37+00:00,bbcpersian,['http://bbc.in/15T8MPx'],با #کودتای ٢٨ مرداد  بعید است تا صبح خبری بشود. ولی همه مضطربند. #28Mordad http://t.co/EpXTgeREoc
20309,2013-08-17 18:22:01+00:00,bbcpersian,['http://bbc.in/16wETLe'],ناظران می‌گویند: نگاهی ساختاری به روحیات ایرانیان http://t.co/M1xUq6yWi5
20310,2013-08-17 18:07:50+00:00,bbcpersian,['http://bbc.in/15T4fwo'],یوزپلنگ طلایی لوکارنو برای روایت تازه‌ای از کازانووا http://t.co/YVDXbLIKep
20311,2013-08-17 17:40:58+00:00,bbcpersian,['http://bbc.in/16wylMs'],شمار کشته‌های بمبگذاری بیروت به ٢٧ تن رسید http://t.co/B2fGccQnh1
20312,2013-08-17 15:47:08+00:00,bbcpersian,['http://bbc.in/16whbPd'],ریاست همزمان نهاوندیان بر دفتر رئیس‌جمهور و اتاق بازرگانی ایران http://t.co/8i4NXJdDs9
20313,2013-08-17 15:38:06+00:00,bbcpersian,['http://bbc.in/16wfMIp'],قنبرعلی تابش، شاعر افغان، از غم غربت تا غم ملت http://t.co/e9Fx6BeyyZ
20314,2013-08-17 14:56:19+00:00,bbcpersian,['http://bbc.in/16w9Hvr'],افغانستان اتحادیه بازرسان مالی ایجاد کرد http://t.co/bMvbr2mLGv
20315,2013-08-17 14:54:52+00:00,bbcpersian,['http://bbc.in/15SrczY'],هفت شنبه: تازه‌های موسیقی پاپ ایران را از علی همدانی بشنوید http://t.co/WGJkIVfhfI
20316,2013-08-17 14:40:36+00:00,bbcpersian,['http://bbc.in/16w7wrU'],نیروهای امنیتی به تحصن هواداران محمد مرسی در مسجد فتح پایان دادند. http://t.co/hbOYNBxnzq
20317,2013-08-17 13:37:26+00:00,bbcpersian,['http://bbc.in/15Scj0v'],مهدی خان‌بابا تهرانی از کودتای ۲۸ مرداد می‌گوید http://t.co/yQeJWZL2za
20318,2013-08-17 13:12:03+00:00,bbcpersian,['http://bbc.in/16vUKK0'],اخبار ضد و نقیض از انتصاب مشاور اجرایی مرتضوی به مدیریت سازمان تامین اجتماعی http://t.co/hwvkqbyQAF
20319,2013-08-17 13:11:49+00:00,bbcpersian,['http://bbc.in/16vUJWf'],نگاهی به زندگی پر فراز و نشیب محمد مصدق http://t.co/GoiMi0kVeM
20320,2013-08-17 12:40:48+00:00,bbcpersian,['http://bbc.in/15S21xv'],ناظران می‌گویند: اعتدال یا ادغام؛ ساختار قدرت علیه جنبش مردمی http://t.co/oR9Dgo9Aa9
20321,2013-08-17 12:26:19+00:00,bbcpersian,['http://bbc.in/15RZFhT'],حمله شورشیان سوری به منطقه ای عمدتا مسیحی نشین ۱۱ کشته برجای گذاشت. http://t.co/5QeelmoV9s
20322,2013-08-17 12:13:08+00:00,bbcpersian,,لحظه به لحظه با وقایع #کودتای ۲۸مرداد سال۱۳۳۲: تلفن و تلگراف از شهرستان ها به روزنامه های پایتخت رسیده در حمایت از دولت دکتر مصدق #28Mordad
20323,2013-08-17 12:02:36+00:00,bbcpersian,['http://bbc.in/16vLe9w'],نیروهای امنیتی مصر برای بیرون راندن صدها تن از هواداران اخوان‌المسلمین از مسجد فتح قاهره، وارد این مسجد شده‌اند. http://t.co/rw10iO4Fo4
20324,2013-08-17 11:35:42+00:00,bbcpersian,['http://bbc.in/15RRa6F'],محاکمه حسنی مبارک، رئیس جمهور سابق مصر که قرار بود امروز برگزار شود، به دلایل امنیتی تا یکشنبه آینده به تعویق افتاد. http://t.co/XmTtsN2hHS
20325,2013-08-17 11:16:11+00:00,bbcpersian,['http://bbc.in/15RNVfn'],نیروهای امنیتی مصر برای ترغیب صدها تن از هواداران اخوان‌المسلمین به ترک مسجد فتح قاهره، وارد این مسجد شده‌اند. http://t.co/PU0szilbjN
20326,2013-08-17 11:13:38+00:00,bbcpersian,,لحظه به لحظه با وقایع #کودتای ۲۸ مرداد سال ۱۳۳۲:دکتر فاطمی، وزیر خارجه در کنفرانس خبری: شاه از رامسر مستقیم به بغداد رفته. #28Mordad
20327,2013-08-17 08:59:04+00:00,bbcpersian,['http://bbc.in/16vn1jF'],پلیس هرات: شورشیان ۹ کارگر را کشتند http://t.co/7NaXdQuCmS
20328,2013-08-17 05:52:38+00:00,bbcpersian,['http://bbc.in/17TyPrp'],نیروهای امنیتی مصر مسجد فتح در قاهره را که صدها تن از هواداران اخوان‌المسلمین در آن پناه گرفته‌اند، محاصره کرده‌اند. http://t.co/gJRU1xuArC
20329,2013-08-16 16:47:12+00:00,bbcpersian,,رویترز به نقل از منابع امنیتی مصر می‌گوید فقط در قاهره شمار کشته‌ها دست کم به ۵٠ می‌رسد.
20330,2013-08-16 16:46:27+00:00,bbcpersian,,ملک عبدالله بن عبدالعزیز، پادشاه عربستان سعودی حمایت کامل خود را از دولت مصر در جنگ برضد آنچه ترورسم و فتنه خوانده اعلام کرده است.
20331,2013-08-16 16:45:52+00:00,bbcpersian,,"دولت مصر در بیانیه‌ای اعلام کرده: ""دولت، نیروهای مسلح، پلیس و ملت بزرگ مصر در مقابله با توطئه شوم اخوان‌المسلمین با یکدیگر متحدند."""
20332,2013-08-16 16:45:32+00:00,bbcpersian,,آنگلا مرکل، صدراعظم آلمان، گفته که در پی خونریزی‌های اخیر در روابط کشورش با مصر تجدیدنظر خواهد کرد.
20333,2013-08-16 16:45:12+00:00,bbcpersian,,منابع بیمارستانی کشته شدن دست کم ٣٨ نفر را در خشونت‌های امروز مصر تایید می‌کنند.
20334,2013-08-16 15:52:47+00:00,bbcpersian,['http://bbc.in/14knGia'],تاکنون دست کم ٣٨ نفر در خشونت‌های امروز #مصر کشته شده‌اند. http://t.co/Ddy0UkJCTc
20335,2013-08-16 15:17:07+00:00,bbcpersian,,"جرمی بوئن:در حالی که تیم بی بی سی مسجد/درمانگاه موقت را ترک می کرد،زنی با نقاب به چهره چند بار درباره فرمانده ارتش مصر گفت: ""سیسی قاتل است."""
20336,2013-08-16 15:15:12+00:00,bbcpersian,,وزارت کشور مصر می گوید که نیروهای امنیتی با موفقیت حمله گروهی از حامیان اخوان المسلمین به یک پایگاه پلیس را دفع کرده اند
20337,2013-08-16 15:14:27+00:00,bbcpersian,,در جای دیگری از قاهره، مراسم تشییع جنازه اسما بلتاجی، دختر 17 ساله یکی از رهبران بلندپایه اخوان المسلمین که دو روز پیش کشته شد، در جریان است
20338,2013-08-16 14:52:49+00:00,bbcpersian,,اخوان‌المسلمین شمار تلفات میدان رامسس را ۲۵نفر اعلام کرده است.
20339,2013-08-16 14:52:19+00:00,bbcpersian,,یک پلیس هم در یکی از حومه های قاهره کشته شده است.
20340,2013-08-16 14:51:24+00:00,bbcpersian,,جرمی بوئن، سردبیر امور خاور میانه در بی‌بی‌سی که در میدان رامسس قاهره است، می گوید دست کم یازده تن از معترضان کشته شده‌اند
20341,2013-08-16 13:31:13+00:00,bbcpersian,,با #کودتای #۲۸مرداد: از وضعیت و جای سرلشکر زاهدی هنوز خبری نیست. نماینده اسوشیتدپرس گزارش کرده که زاهدی را دیده. #28Mordad
20342,2013-08-16 13:28:13+00:00,bbcpersian,,با #کودتای #۲۸مرداد: دولت خروج شاه و ملکه را از ایران تایید کرد. #28Mordad
20343,2013-08-16 13:26:48+00:00,bbcpersian,,با #کودتای #۲۸مرداد: پیشتر سخنگوی دولت گفته بود اطلاعی از وضع شاه که تا دیشب کلاردشت بوده، ندارد. #28Mordad
20344,2013-08-16 13:26:03+00:00,bbcpersian,,با #کودتای #۲۸مرداد: رادیو لندن: شاه و ملکه ثریا دو ساعت بعد از ظهر وارد بغداد شدند. #28Mordad
20345,2013-08-16 12:33:43+00:00,bbcpersian,['http://bbc.in/14jKGhj'],پوشش زنده بی‌بی‌سی فارسی از اعتراضات امروز در #مصر http://t.co/vr7XECtKrf
20346,2013-08-16 12:07:00+00:00,bbcpersian,['http://bbc.in/1cJkkyp'],طرفداران اخوان‌المسلمین تجمعات اعتراضی خود در نقاط مختلف مصر را آغاز کرده‌اند.  http://t.co/0Zrs3yzBjY
20347,2013-08-16 12:05:58+00:00,bbcpersian,,با #کودتای #۲۸مرداد: شاه و ملکه از ایران به عراق رفته اند. #28Mordad
20348,2013-08-16 11:57:40+00:00,bbcpersian,['http://bbc.in/1cJipKf'],تحلیل رأی اعتماد مجلس به بخش اعظم کابینه روحانی: پیام مجلس چیست؟ http://t.co/BpF4yLAFyo
20349,2013-08-16 11:37:13+00:00,bbcpersian,,"با #کودتای #۲۸مرداد: شعار ""ما شاه نمی خواهیم"" و ""مصدق پیروز است"" در خیابان فردوسی. #28Mordad"
20350,2013-08-16 11:35:53+00:00,bbcpersian,,با #کودتای #۲۸مرداد: خبر رسیده که مردم اطراف خیابان فردوسی تجمع کرده و دسته هایی هم به سمت میدان بهارستان درحرکتند. #28Mordad
20351,2013-08-16 11:34:23+00:00,bbcpersian,,با #کودتای #۲۸مرداد: امینی کفیل وزرات دربار هم توقیف شده. دکتر فاطمی گفت واسطه ای بین شاه و دولت نیست. #28Mordad
20352,2013-08-16 11:30:10+00:00,bbcpersian,['http://bbc.in/1cJdTLQ'],لنا شَمامیان خواننده جوان سوری در گفتگو با بی بی سی: 'می‌خواهم به مردم سوریه امید بدهم' http://t.co/DYAQA8HZe7
20353,2013-08-16 11:28:29+00:00,bbcpersian,,با #کودتای #۲۸مرداد: دکتر فاطمی: اطلاع از وضع شاه نداریم. قدر مسلم آن است که دربار را نمی‌توان از این حادثه بی‌اطلاع دانست. #28Mordad
20354,2013-08-16 11:27:18+00:00,bbcpersian,,با #کودتای #۲۸مرداد: دکتر فاطمی در کنفرانس خبری گفت سرلشکر زاهدی فراری است. عده دستگیرشدگان بیش از شش هفت نفر نیست. #28Mordad
20355,2013-08-16 11:26:28+00:00,bbcpersian,['http://bbc.in/13oXg46'],"با کودتای #۲۸مرداد: کنفرانس خبری دکتر فاطمی به نمایندگی از دولت #مصدق شروع شده 
 http://t.co/ruT4KlBmcl 
#28Mordad"
20356,2013-08-16 11:00:14+00:00,bbcpersian,['http://bbc.in/1cJ7jVz'],مرور هفتگی مجلات ایران را از مسعود بهنود بشنوید http://t.co/fI8jCGQxrr
20357,2013-08-16 09:00:06+00:00,bbcpersian,['http://bbc.in/14QkdLy'],"با کودتای #۲۸مرداد: روزنامه اطلاعات، چاپ عصر، اعلامیه #مصدق را چاپ کرده که انحلال #مجلس را اعلام کرده
 http://t.co/IEqsKEaHMt 
#28Mordad"
20358,2013-08-16 08:00:08+00:00,bbcpersian,['http://bbc.in/19lLbvM'],"با کودتای #۲۸مرداد: دکتر فاطمی کنفرانس خبری دارد و در مورد وقایع دیشب تا امروز ظهر توضیح می‌دهد 
 http://t.co/HXQf1N3480 
#28Mordad #مصدق"
20359,2013-08-16 07:45:06+00:00,bbcpersian,['http://bbc.in/1a9YGl4'],"باکودتای #۲۸مرداد:وزیرکشور ازخانه #مصدق بیرون آمده،خواسته مردم متفرق شوند،قول داده کودتاچیان محاکمه شوند
 http://t.co/KdyaBBp5es 
#28Mordad"
20360,2013-08-16 07:20:06+00:00,bbcpersian,['http://bbc.in/16fLUNG'],"با کودتای #۲۸مرداد:مردم جلوی خانه #مصدق درحمایت از او شعار داده‌اند وخواهان مجازات کودتاچیان شده‌اند http://t.co/hGabFqx8Ps 
#28Mordad"
