10146,2014-08-02 16:03:48+00:00,bbcpersian,['http://bbc.in/1oiNIeC'],'اعدام‌های بدون محاکمه توسط شبه‌نظامیان اوکراین' http://t.co/SXDWHTa8aC
10147,2014-08-02 15:53:32+00:00,bbcpersian,['http://bbc.in/1o1jClB'],رشد اقتصادی ایران سال گذشته منفی ۲.۲ درصد اعلام شد http://t.co/Sc0XTDMuSn
10148,2014-08-02 15:40:04+00:00,bbcpersian,['http://bbc.in/1o1iPRr'],قرائت کیفرخواست مهدی هاشمی در اولین روز دادگاه به پایان نرسید http://t.co/syHuqxRLdO
10149,2014-08-02 15:28:29+00:00,bbcpersian,['http://bbc.in/1o1g4Qe'],رای قاطع سنای آمریکا برای کمک به 'گنبد آهنین' اسرائیل http://t.co/0BqQ6Zv9CM
10150,2014-08-02 14:43:07+00:00,bbcpersian,['http://bbc.in/1oiHTOh'],هیچ داوطلبی پشت کنکور نمی‌ماند http://t.co/1mLEj8cg3a
10151,2014-08-02 14:37:50+00:00,bbcpersian,['http://bbc.in/1rWbykk'],چرا #اسرائیل دانشگاه اسلامی وابسته به حماس را در #غزه هدف قرار داد؟ تحلیل کامبیز فتاحی را اینجا بخوانید http://t.co/j4OApENRYL
10152,2014-08-02 14:25:38+00:00,bbcpersian,['http://bbc.in/1oiHrzt'],وزرای خارجه جنبش غیرمتعهدها اوضاع غزه را در تهران بررسی می‌کنند http://t.co/rOyFOU0ssT
10153,2014-08-02 14:09:50+00:00,bbcpersian,,فکر می‌کنید صد سال پس از جنگ جهانی اول، درس‌های آن چیست؟ @viabbc
10154,2014-08-02 14:09:37+00:00,bbcpersian,,آیا جنگ جهانی اول برای جوانان امروزی معنایی دارد؟ @viabbc
10155,2014-08-02 14:09:25+00:00,bbcpersian,,در باره جنگ جهانی اول در مدارس چه چیزی یاد داده می‌شود؟ @viabbc
10156,2014-08-02 14:08:30+00:00,bbcpersian,,روز دوشنبه مخاطبان بی بی سی در باره جنگ جهانی اول نظر می‌دهند.شما اگر نظری دارید به ما بگویید تا آن را ترجمه کنیم و در @viabbc  منعکس کنیم
10157,2014-08-02 13:48:19+00:00,bbcpersian,['http://bbc.in/1oiCVkp'],هفت‌شنبه؛ به یاد محمد نوری http://t.co/Ba7YsFnxpV
10158,2014-08-02 13:04:57+00:00,bbcpersian,['http://bbc.in/1oivNo7'],ممنوعیت آواز زنان؛ از غرب تا شرق http://t.co/Ux965YNqxf
10159,2014-08-02 12:58:01+00:00,bbcpersian,['http://bbc.in/1oivc5U'],ورزش در یک نگاه؛ منچستر سیتی آماده قرض گرفتن لمپارد http://t.co/Rtay3YbJHW
10160,2014-08-02 12:50:29+00:00,bbcpersian,['http://bbc.in/1oiuG8b'],روزنامه‌های کابل؛ یکشنبه ۱۱ اسد http://t.co/5b5BUVlnz0
